ticker,created,id,sent_score,sentiment
COP,Thu Mar 31 22:30:01 +0000 2022,1.51E+18,0.275,positive
COP,Thu Mar 31 21:47:04 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 20:45:19 +0000 2022,1.51E+18,1,positive
COP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
COP,Thu Mar 31 17:12:04 +0000 2022,1.51E+18,0,neutral
ED,Thu Mar 31 21:40:58 +0000 2022,1.51E+18,0,neutral
ED,Thu Mar 31 15:57:33 +0000 2022,1.51E+18,0,neutral
ED,Thu Mar 31 15:57:33 +0000 2022,1.51E+18,0,neutral
STZ,Wed Mar 30 13:36:57 +0000 2022,1.51E+18,0,neutral
STZ,Wed Mar 30 13:36:57 +0000 2022,1.51E+18,0,neutral
STZ,Wed Mar 30 03:55:37 +0000 2022,1.51E+18,0,neutral
STZ,Wed Mar 30 03:01:10 +0000 2022,1.51E+18,-0.140740741,negative
CEG,Wed Mar 30 16:35:17 +0000 2022,1.51E+18,0,neutral
CEG,Wed Mar 30 16:35:17 +0000 2022,1.51E+18,0,neutral
COO,Wed Mar 30 10:17:37 +0000 2022,1.51E+18,0,neutral
CPRT,Wed Mar 30 20:37:49 +0000 2022,1.51E+18,0.106666667,positive
CPRT,Tue Mar 29 23:37:11 +0000 2022,1.51E+18,0.111111111,positive
GLW,Wed Mar 30 15:19:28 +0000 2022,1.51E+18,0.106666667,positive
CTVA,Thu Mar 31 16:19:05 +0000 2022,1.51E+18,0,neutral
COST,Thu Mar 31 15:30:32 +0000 2022,1.51E+18,1,positive
COST,Thu Mar 31 14:02:57 +0000 2022,1.51E+18,0.333333333,positive
COST,Wed Mar 30 23:33:05 +0000 2022,1.51E+18,1,positive
COST,Wed Mar 30 20:15:00 +0000 2022,1.51E+18,0,neutral
COST,Wed Mar 30 18:15:19 +0000 2022,1.51E+18,1,positive
COST,Wed Mar 30 17:00:04 +0000 2022,1.51E+18,0.5,positive
COST,Wed Mar 30 12:25:40 +0000 2022,1.51E+18,0,neutral
CTRA,Thu Mar 31 22:56:47 +0000 2022,1.51E+18,0,neutral
CSX,Thu Mar 31 13:56:11 +0000 2022,1.51E+18,0.275,positive
CVS,Thu Mar 31 23:08:48 +0000 2022,1.51E+18,0,neutral
CVS,Thu Mar 31 20:57:05 +0000 2022,1.51E+18,1,positive
CVS,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
CVS,Thu Mar 31 14:19:09 +0000 2022,1.51E+18,0.275,positive
CVS,Thu Mar 31 13:30:02 +0000 2022,1.51E+18,0.275,positive
CVS,Wed Mar 30 18:24:07 +0000 2022,1.51E+18,1,positive
CVS,Wed Mar 30 13:47:20 +0000 2022,1.51E+18,0,neutral
CVS,Wed Mar 30 12:32:41 +0000 2022,1.51E+18,0,neutral
DHI,Thu Mar 31 22:00:48 +0000 2022,1.51E+18,0,neutral
DHI,Thu Mar 31 19:21:33 +0000 2022,1.51E+18,0.16,positive
DHI,Thu Mar 31 13:49:26 +0000 2022,1.51E+18,0.275,positive
DHI,Tue Mar 29 22:26:10 +0000 2022,1.51E+18,0.2,positive
DHR,Thu Mar 31 21:09:05 +0000 2022,1.51E+18,1,positive
DHR,Wed Mar 30 19:07:31 +0000 2022,1.51E+18,0.275,positive
DE,Thu Mar 31 19:07:06 +0000 2022,1.51E+18,0,neutral
DAL,Thu Mar 31 13:30:02 +0000 2022,1.51E+18,0.275,positive
DAL,Wed Mar 30 18:41:22 +0000 2022,1.51E+18,0,neutral
DAL,Wed Mar 30 14:05:14 +0000 2022,1.51E+18,0,neutral
DAL,Wed Mar 30 14:05:14 +0000 2022,1.51E+18,0,neutral
DVN,Thu Mar 31 21:28:14 +0000 2022,1.51E+18,0,neutral
DVN,Thu Mar 31 16:45:00 +0000 2022,1.51E+18,0,neutral
DVN,Wed Mar 30 13:30:01 +0000 2022,1.51E+18,0.275,positive
DXCM,Thu Mar 31 20:27:58 +0000 2022,1.51E+18,0.25,positive
DXCM,Wed Mar 30 21:52:31 +0000 2022,1.51E+18,0,neutral
FANG,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
FANG,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
FANG,Thu Mar 31 10:46:40 +0000 2022,1.51E+18,0.16,positive
FANG,Wed Mar 30 15:37:30 +0000 2022,1.51E+18,0,neutral
FANG,Wed Mar 30 15:37:30 +0000 2022,1.51E+18,0,neutral
FANG,Wed Mar 30 14:53:59 +0000 2022,1.51E+18,0,neutral
FANG,Wed Mar 30 14:53:59 +0000 2022,1.51E+18,0,neutral
FANG,Wed Mar 30 14:53:59 +0000 2022,1.51E+18,0,neutral
DLR,Wed Mar 30 20:57:51 +0000 2022,1.51E+18,0,neutral
DLR,Wed Mar 30 18:10:31 +0000 2022,1.51E+18,0,neutral
DLR,Wed Mar 30 18:10:31 +0000 2022,1.51E+18,0,neutral
DFS,Wed Mar 30 10:06:10 +0000 2022,1.51E+18,0.3,positive
DFS,Tue Mar 29 22:30:01 +0000 2022,1.51E+18,0.275,positive
DISCA,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
DISCA,Thu Mar 31 13:56:11 +0000 2022,1.51E+18,0.275,positive
DISH,Thu Mar 31 19:28:14 +0000 2022,1.51E+18,0.5,positive
DISH,Wed Mar 30 17:57:24 +0000 2022,1.51E+18,0,neutral
DIS,Thu Mar 31 21:12:07 +0000 2022,1.51E+18,1,positive
DIS,Thu Mar 31 17:05:54 +0000 2022,1.51E+18,0,neutral
DIS,Thu Mar 31 15:51:08 +0000 2022,1.51E+18,1,positive
DIS,Thu Mar 31 13:30:43 +0000 2022,1.51E+18,0.275,positive
DIS,Thu Mar 31 12:15:40 +0000 2022,1.51E+18,0.1,positive
DIS,Wed Mar 30 13:37:14 +0000 2022,1.51E+18,0.333333333,positive
DIS,Wed Mar 30 12:15:16 +0000 2022,1.51E+18,-0.1,negative
DIS,Wed Mar 30 11:31:48 +0000 2022,1.51E+18,0,neutral
DIS,Wed Mar 30 11:30:40 +0000 2022,1.51E+18,0,neutral
DIS,Wed Mar 30 11:08:25 +0000 2022,1.51E+18,0.2,positive
D,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
D,Wed Mar 30 12:30:00 +0000 2022,1.51E+18,0.175324675,positive
DOV,Wed Mar 30 20:25:28 +0000 2022,1.51E+18,0.207142857,positive
DOV,Wed Mar 30 14:28:43 +0000 2022,1.51E+18,0,neutral
DOW,Thu Mar 31 21:15:16 +0000 2022,1.51E+18,1,positive
DUK,Thu Mar 31 20:27:56 +0000 2022,1.51E+18,0.1,positive
DUK,Thu Mar 31 16:54:29 +0000 2022,1.51E+18,-0.25,negative
DUK,Thu Mar 31 15:57:05 +0000 2022,1.51E+18,1,positive
DUK,Thu Mar 31 00:03:05 +0000 2022,1.51E+18,1,positive
DUK,Wed Mar 30 18:57:50 +0000 2022,1.51E+18,0.5,positive
DUK,Wed Mar 30 12:30:00 +0000 2022,1.51E+18,0.175324675,positive
DRE,Thu Mar 31 02:22:30 +0000 2022,1.51E+18,0.16,positive
DRE,Wed Mar 30 20:28:52 +0000 2022,1.51E+18,0.25,positive
DRE,Wed Mar 30 18:01:34 +0000 2022,1.51E+18,0.25,positive
DD,Thu Mar 31 21:06:07 +0000 2022,1.51E+18,1,positive
DD,Thu Mar 31 15:45:17 +0000 2022,1.51E+18,1,positive
DD,Wed Mar 30 23:48:07 +0000 2022,1.51E+18,1,positive
DD,Wed Mar 30 18:30:24 +0000 2022,1.51E+18,1,positive
DXC,Thu Mar 31 10:38:15 +0000 2022,1.51E+18,0,neutral
DXC,Thu Mar 31 07:02:37 +0000 2022,1.51E+18,0,neutral
DXC,Wed Mar 30 12:43:34 +0000 2022,1.51E+18,0.106666667,positive
ETN,Wed Mar 30 06:41:24 +0000 2022,1.51E+18,0.166666667,positive
ECL,Thu Mar 31 18:10:45 +0000 2022,1.51E+18,0,neutral
ECL,Thu Mar 31 13:56:12 +0000 2022,1.51E+18,0.275,positive
EIX,Wed Mar 30 20:06:22 +0000 2022,1.51E+18,0,neutral
EIX,Wed Mar 30 11:57:07 +0000 2022,1.51E+18,0,neutral
EIX,Wed Mar 30 11:57:06 +0000 2022,1.51E+18,0,neutral
EW,Thu Mar 31 13:24:16 +0000 2022,1.51E+18,0,neutral
EMR,Thu Mar 31 21:21:05 +0000 2022,1.51E+18,1,positive
ETR,Thu Mar 31 02:55:35 +0000 2022,1.51E+18,0.16,positive
EOG,Thu Mar 31 22:25:14 +0000 2022,1.51E+18,0,neutral
EPAM,Wed Mar 30 00:52:44 +0000 2022,1.51E+18,0.16,positive
EQIX,Thu Mar 31 14:43:36 +0000 2022,1.51E+18,0,neutral
EQIX,Wed Mar 30 05:05:12 +0000 2022,1.51E+18,0,neutral
EQR,Thu Mar 31 13:56:12 +0000 2022,1.51E+18,0.275,positive
EL,Wed Mar 30 20:11:27 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 21:38:16 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 21:08:17 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 20:38:16 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 19:21:32 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 18:08:17 +0000 2022,1.51E+18,0,neutral
ETSY,Thu Mar 31 17:38:17 +0000 2022,1.51E+18,0,neutral
ETSY,Wed Mar 30 21:08:19 +0000 2022,1.51E+18,0,neutral
ETSY,Wed Mar 30 20:36:16 +0000 2022,1.51E+18,0,neutral
ETSY,Wed Mar 30 19:08:17 +0000 2022,1.51E+18,0,neutral
ETSY,Wed Mar 30 18:38:17 +0000 2022,1.51E+18,0,neutral
RE,Wed Mar 30 23:26:27 +0000 2022,1.51E+18,0,neutral
ES,Thu Mar 31 20:12:43 +0000 2022,1.51E+18,0,neutral
ES,Thu Mar 31 13:30:56 +0000 2022,1.51E+18,0.015555556,positive
ES,Thu Mar 31 12:56:27 +0000 2022,1.51E+18,-0.0125,negative
ES,Thu Mar 31 12:43:27 +0000 2022,1.51E+18,0.170454545,positive
ES,Wed Mar 30 20:04:01 +0000 2022,1.51E+18,0.1,positive
ES,Wed Mar 30 16:04:00 +0000 2022,1.51E+18,0.1,positive
ES,Wed Mar 30 13:41:53 +0000 2022,1.51E+18,-0.015,negative
ES,Wed Mar 30 12:39:32 +0000 2022,1.51E+18,0.170454545,positive
ES,Wed Mar 30 12:22:59 +0000 2022,1.51E+18,0.8,positive
ES,Wed Mar 30 11:04:01 +0000 2022,1.51E+18,0.1,positive
EXC,Thu Mar 31 21:24:07 +0000 2022,1.51E+18,1,positive
EXC,Thu Mar 31 16:54:12 +0000 2022,1.51E+18,0.45,positive
EXC,Thu Mar 31 16:06:07 +0000 2022,1.51E+18,1,positive
EXPE,Thu Mar 31 20:05:47 +0000 2022,1.51E+18,0.25,positive
EXPE,Thu Mar 31 15:23:37 +0000 2022,1.51E+18,0,neutral
EXPE,Thu Mar 31 06:00:52 +0000 2022,1.51E+18,-0.140740741,negative
EXPE,Wed Mar 30 22:12:27 +0000 2022,1.51E+18,0,neutral
EXPE,Wed Mar 30 22:11:29 +0000 2022,1.51E+18,0,neutral
EXPE,Tue Mar 29 23:55:46 +0000 2022,1.51E+18,0,neutral
EXR,Wed Mar 30 22:30:06 +0000 2022,1.51E+18,0.275,positive
XOM,Thu Mar 31 23:00:02 +0000 2022,1.51E+18,0,neutral
XOM,Thu Mar 31 17:34:02 +0000 2022,1.51E+18,0,neutral
XOM,Wed Mar 30 22:09:05 +0000 2022,1.51E+18,1,positive
XOM,Wed Mar 30 16:48:07 +0000 2022,1.51E+18,1,positive
XOM,Wed Mar 30 14:16:22 +0000 2022,1.51E+18,0,neutral
XOM,Wed Mar 30 14:05:36 +0000 2022,1.51E+18,0,neutral
FRT,Thu Mar 31 22:55:16 +0000 2022,1.51E+18,0,neutral
FDX,Thu Mar 31 21:33:05 +0000 2022,1.51E+18,1,positive
FDX,Thu Mar 31 00:18:07 +0000 2022,1.51E+18,1,positive
FDX,Wed Mar 30 22:30:02 +0000 2022,1.51E+18,0.275,positive
FDX,Wed Mar 30 21:51:28 +0000 2022,1.51E+18,0,neutral
FDX,Wed Mar 30 18:57:06 +0000 2022,1.51E+18,1,positive
FDX,Wed Mar 30 13:47:20 +0000 2022,1.51E+18,0,neutral
FDX,Wed Mar 30 13:39:06 +0000 2022,1.51E+18,1,positive
FDX,Wed Mar 30 12:06:07 +0000 2022,1.51E+18,0.4,positive
FRC,Thu Mar 31 19:07:40 +0000 2022,1.51E+18,0.25,positive
FE,Wed Mar 30 20:34:21 +0000 2022,1.51E+18,0,neutral
FIS,Thu Mar 31 15:11:35 +0000 2022,1.51E+18,0,neutral
FIS,Thu Mar 31 13:56:12 +0000 2022,1.51E+18,0.275,positive
FIS,Wed Mar 30 19:26:37 +0000 2022,1.51E+18,0.275,positive
FIS,Wed Mar 30 14:34:05 +0000 2022,1.51E+18,0.106666667,positive
FISV,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
FISV,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
FISV,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
FISV,Thu Mar 31 14:01:48 +0000 2022,1.51E+18,0,neutral
FISV,Thu Mar 31 13:51:27 +0000 2022,1.51E+18,0.275,positive
FLT,Thu Mar 31 02:01:11 +0000 2022,1.51E+18,-0.266666667,negative
FLT,Thu Mar 31 02:00:31 +0000 2022,1.51E+18,-0.2,negative
FMC,Wed Mar 30 21:31:12 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 21:27:05 +0000 2022,1.51E+18,1,positive
F,Thu Mar 31 17:45:35 +0000 2022,1.51E+18,0.275,positive
F,Thu Mar 31 17:44:47 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 17:00:02 +0000 2022,1.51E+18,0.183333333,positive
F,Thu Mar 31 15:00:01 +0000 2022,1.51E+18,0.183333333,positive
F,Thu Mar 31 13:10:17 +0000 2022,1.51E+18,0,neutral
F,Thu Mar 31 02:03:15 +0000 2022,1.51E+18,0.2,positive
FTNT,Wed Mar 30 03:51:02 +0000 2022,1.51E+18,0,neutral
FBHS,Thu Mar 31 21:50:07 +0000 2022,1.51E+18,0,neutral
FBHS,Thu Mar 31 19:16:27 +0000 2022,1.51E+18,0,neutral
FBHS,Wed Mar 30 20:55:43 +0000 2022,1.51E+18,0,neutral
FOXA,Thu Mar 31 16:24:20 +0000 2022,1.51E+18,0.16,positive
FOXA,Wed Mar 30 21:51:46 +0000 2022,1.51E+18,0.1,positive
FOXA,Wed Mar 30 16:01:08 +0000 2022,1.51E+18,0.275,positive
FOXA,Tue Mar 29 23:12:52 +0000 2022,1.51E+18,0.16,positive
BEN,Thu Mar 31 16:01:51 +0000 2022,1.51E+18,0.106666667,positive
FCX,Wed Mar 30 22:06:01 +0000 2022,1.51E+18,0.25,positive
FCX,Wed Mar 30 19:34:41 +0000 2022,1.51E+18,0,neutral
FCX,Wed Mar 30 14:04:12 +0000 2022,1.51E+18,0,neutral
FCX,Wed Mar 30 14:04:12 +0000 2022,1.51E+18,0,neutral
FCX,Wed Mar 30 14:04:12 +0000 2022,1.51E+18,0,neutral
FCX,Wed Mar 30 13:00:02 +0000 2022,1.51E+18,0,neutral
GRMN,Thu Mar 31 13:02:10 +0000 2022,1.51E+18,0.106666667,positive
GRMN,Wed Mar 30 11:01:48 +0000 2022,1.51E+18,0.25,positive
GE,Thu Mar 31 21:39:05 +0000 2022,1.51E+18,1,positive
GE,Thu Mar 31 16:21:07 +0000 2022,1.51E+18,1,positive
GE,Thu Mar 31 16:04:33 +0000 2022,1.51E+18,0,neutral
GE,Thu Mar 31 10:11:11 +0000 2022,1.51E+18,0,neutral
GE,Thu Mar 31 08:36:30 +0000 2022,1.51E+18,0.16,positive
GE,Wed Mar 30 19:29:50 +0000 2022,1.51E+18,0,neutral
GE,Wed Mar 30 19:26:55 +0000 2022,1.51E+18,0.16,positive
GE,Wed Mar 30 13:05:18 +0000 2022,1.51E+18,0,neutral
GE,Wed Mar 30 12:06:14 +0000 2022,1.51E+18,-0.025,negative
GE,Wed Mar 30 04:05:18 +0000 2022,1.51E+18,0,neutral
GD,Thu Mar 31 21:36:07 +0000 2022,1.51E+18,1,positive
GD,Thu Mar 31 00:21:05 +0000 2022,1.51E+18,1,positive
GIS,Thu Mar 31 14:06:52 +0000 2022,1.51E+18,0.106666667,positive
GILD,Thu Mar 31 13:56:13 +0000 2022,1.51E+18,0.275,positive
GILD,Thu Mar 31 00:27:05 +0000 2022,1.51E+18,1,positive
GILD,Wed Mar 30 19:09:07 +0000 2022,1.51E+18,1,positive
GILD,Wed Mar 30 13:38:17 +0000 2022,1.51E+18,0.275,positive
GILD,Tue Mar 29 22:41:57 +0000 2022,1.51E+18,0.106666667,positive
GM,Thu Mar 31 21:45:16 +0000 2022,1.51E+18,1,positive
GM,Thu Mar 31 20:08:57 +0000 2022,1.51E+18,0,neutral
GM,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
GM,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
GM,Thu Mar 31 16:27:06 +0000 2022,1.51E+18,1,positive
GM,Thu Mar 31 02:20:18 +0000 2022,1.51E+18,-0.05,negative
GM,Thu Mar 31 00:30:30 +0000 2022,1.51E+18,1,positive
GM,Wed Mar 30 19:55:37 +0000 2022,1.51E+18,0.016071429,positive
GM,Wed Mar 30 19:36:22 +0000 2022,1.51E+18,0.275,positive
GM,Wed Mar 30 19:35:37 +0000 2022,1.51E+18,0,neutral
GS,Thu Mar 31 22:30:02 +0000 2022,1.51E+18,0.275,positive
GS,Thu Mar 31 21:54:07 +0000 2022,1.51E+18,1,positive
GS,Thu Mar 31 00:39:05 +0000 2022,1.51E+18,1,positive
GS,Wed Mar 30 19:21:05 +0000 2022,1.51E+18,1,positive
HAL,Thu Mar 31 22:06:54 +0000 2022,1.51E+18,0,neutral
HAL,Wed Mar 30 13:30:01 +0000 2022,1.51E+18,0.275,positive
HAS,Thu Mar 31 14:31:51 +0000 2022,1.51E+18,0,neutral
HAS,Thu Mar 31 13:30:47 +0000 2022,1.51E+18,0,neutral
HCA,Thu Mar 31 12:56:39 +0000 2022,1.51E+18,0,neutral
PEAK,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
PEAK,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
PEAK,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
PEAK,Thu Mar 31 17:16:15 +0000 2022,1.51E+18,0,neutral
PEAK,Wed Mar 30 21:02:00 +0000 2022,1.51E+18,-0.625,negative
HES,Thu Mar 31 21:32:49 +0000 2022,1.51E+18,0,neutral
HES,Wed Mar 30 20:13:58 +0000 2022,1.51E+18,0.16,positive
HLT,Wed Mar 30 14:32:10 +0000 2022,1.51E+18,0,neutral
HOLX,Thu Mar 31 22:21:48 +0000 2022,1.51E+18,0.16,positive
HOLX,Wed Mar 30 17:17:19 +0000 2022,1.51E+18,0.275,positive
HD,Thu Mar 31 21:57:06 +0000 2022,1.51E+18,1,positive
HD,Thu Mar 31 18:30:26 +0000 2022,1.51E+18,0.04,positive
HD,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
HD,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
HD,Thu Mar 31 16:39:06 +0000 2022,1.51E+18,1,positive
HD,Thu Mar 31 12:43:07 +0000 2022,1.51E+18,-0.1,negative
HD,Thu Mar 31 00:42:07 +0000 2022,1.51E+18,1,positive
HD,Wed Mar 30 19:24:08 +0000 2022,1.51E+18,1,positive
HD,Wed Mar 30 17:25:48 +0000 2022,1.51E+18,0,neutral
HD,Wed Mar 30 17:25:48 +0000 2022,1.51E+18,0,neutral
HON,Thu Mar 31 22:03:06 +0000 2022,1.51E+18,1,positive
HON,Thu Mar 31 14:03:26 +0000 2022,1.51E+18,0,neutral
HRL,Wed Mar 30 22:30:06 +0000 2022,1.51E+18,0.275,positive
HST,Wed Mar 30 21:07:25 +0000 2022,1.51E+18,0,neutral
HST,Wed Mar 30 14:29:05 +0000 2022,1.51E+18,-0.05,negative
HST,Wed Mar 30 14:12:46 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 22:41:31 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 22:33:22 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 20:38:16 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 20:08:17 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 18:36:15 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 15:50:25 +0000 2022,1.51E+18,0,neutral
HPQ,Thu Mar 31 14:11:48 +0000 2022,1.51E+18,0.275,positive
HPQ,Thu Mar 31 14:02:51 +0000 2022,1.51E+18,0.275,positive
HPQ,Wed Mar 30 13:44:26 +0000 2022,1.51E+18,0.275,positive
HPQ,Wed Mar 30 13:31:46 +0000 2022,1.51E+18,0.275,positive
HUM,Thu Mar 31 18:51:20 +0000 2022,1.51E+18,0.016071429,positive
HII,Thu Mar 31 15:47:10 +0000 2022,1.51E+18,0.4,positive
HII,Wed Mar 30 20:47:32 +0000 2022,1.51E+18,-0.125,negative
HBAN,Thu Mar 31 03:16:03 +0000 2022,1.51E+18,0,neutral
IEX,Wed Mar 30 20:34:05 +0000 2022,1.51E+18,0,neutral
INCY,Wed Mar 30 18:00:10 +0000 2022,1.51E+18,0.106666667,positive
INTC,Thu Mar 31 22:09:05 +0000 2022,1.51E+18,1,positive
INTC,Thu Mar 31 19:19:25 +0000 2022,1.51E+18,0,neutral
INTC,Thu Mar 31 18:11:40 +0000 2022,1.51E+18,0.275,positive
INTC,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
INTC,Thu Mar 31 16:48:08 +0000 2022,1.51E+18,1,positive
INTC,Thu Mar 31 12:31:26 +0000 2022,1.51E+18,0,neutral
INTC,Thu Mar 31 02:03:15 +0000 2022,1.51E+18,0.2,positive
INTC,Thu Mar 31 00:51:05 +0000 2022,1.51E+18,1,positive
INTC,Wed Mar 30 19:33:06 +0000 2022,1.51E+18,1,positive
INTC,Wed Mar 30 17:59:37 +0000 2022,1.51E+18,0,neutral
ICE,Wed Mar 30 16:46:05 +0000 2022,1.51E+18,0,neutral
IBM,Thu Mar 31 22:30:02 +0000 2022,1.51E+18,0.275,positive
IBM,Thu Mar 31 22:06:07 +0000 2022,1.51E+18,1,positive
IBM,Thu Mar 31 19:15:02 +0000 2022,1.51E+18,0,neutral
IBM,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
IBM,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral
IBM,Wed Mar 30 23:20:07 +0000 2022,1.51E+18,0,neutral
IP,Thu Mar 31 08:04:06 +0000 2022,1.51E+18,0,neutral
IP,Thu Mar 31 03:23:51 +0000 2022,1.51E+18,0.106666667,positive
IP,Wed Mar 30 13:01:35 +0000 2022,1.51E+18,0,neutral
IPG,Wed Mar 30 18:46:47 +0000 2022,1.51E+18,0.16,positive
IPG,Wed Mar 30 16:36:21 +0000 2022,1.51E+18,0,neutral
INTU,Thu Mar 31 19:30:06 +0000 2022,1.51E+18,0.275,positive
IVZ,Thu Mar 31 21:28:45 +0000 2022,1.51E+18,0,neutral
IVZ,Thu Mar 31 18:54:13 +0000 2022,1.51E+18,0,neutral
IPGP,Thu Mar 31 15:40:16 +0000 2022,1.51E+18,0.16,positive
IRM,Wed Mar 30 15:15:41 +0000 2022,1.51E+18,0.275,positive
JBHT,Thu Mar 31 23:04:56 +0000 2022,1.51E+18,0,neutral
J,Thu Mar 31 19:43:05 +0000 2022,1.51E+18,0.16,positive
J,Wed Mar 30 11:52:07 +0000 2022,1.51E+18,0,neutral
JNJ,Thu Mar 31 22:12:07 +0000 2022,1.51E+18,1,positive
JNJ,Thu Mar 31 20:07:25 +0000 2022,1.51E+18,0,neutral
JNJ,Thu Mar 31 13:56:13 +0000 2022,1.51E+18,0.275,positive
JNJ,Thu Mar 31 00:54:07 +0000 2022,1.51E+18,1,positive
JNJ,Wed Mar 30 15:21:06 +0000 2022,1.51E+18,0.3,positive
JNJ,Wed Mar 30 14:46:11 +0000 2022,1.51E+18,0,neutral
JCI,Wed Mar 30 14:34:33 +0000 2022,1.51E+18,0,neutral
JPM,Thu Mar 31 22:15:18 +0000 2022,1.51E+18,1,positive
JPM,Thu Mar 31 22:00:55 +0000 2022,1.51E+18,-0.140740741,negative
JPM,Thu Mar 31 19:08:43 +0000 2022,1.51E+18,0.275,positive
JPM,Thu Mar 31 18:49:24 +0000 2022,1.51E+18,0.55,positive
JPM,Thu Mar 31 17:50:44 +0000 2022,1.51E+18,0.25,positive
JPM,Thu Mar 31 16:54:08 +0000 2022,1.51E+18,1,positive
JPM,Thu Mar 31 15:04:19 +0000 2022,1.51E+18,0,neutral
JPM,Thu Mar 31 13:30:02 +0000 2022,1.51E+18,0.275,positive
JPM,Thu Mar 31 13:06:11 +0000 2022,1.51E+18,0,neutral
JPM,Wed Mar 30 00:52:05 +0000 2022,1.51E+18,0,neutral
JNPR,Wed Mar 30 19:43:40 +0000 2022,1.51E+18,0.275,positive
KEY,Thu Mar 31 12:54:39 +0000 2022,1.51E+18,0,neutral
KEY,Wed Mar 30 15:43:32 +0000 2022,1.51E+18,0.08,positive
KEYS,Wed Mar 30 15:05:58 +0000 2022,1.51E+18,0,neutral
KMB,Wed Mar 30 20:51:08 +0000 2022,1.51E+18,0,neutral
KMB,Wed Mar 30 03:21:29 +0000 2022,1.51E+18,0,neutral
KIM,Wed Mar 30 21:51:20 +0000 2022,1.51E+18,0.16,positive
KIM,Wed Mar 30 20:36:53 +0000 2022,1.51E+18,0,neutral
KMI,Thu Mar 31 20:03:21 +0000 2022,1.51E+18,0.275,positive
KMI,Thu Mar 31 18:00:50 +0000 2022,1.51E+18,0.275,positive
KMI,Wed Mar 30 19:58:27 +0000 2022,1.51E+18,0,neutral
KMI,Wed Mar 30 19:58:27 +0000 2022,1.51E+18,0,neutral
KMI,Wed Mar 30 13:30:01 +0000 2022,1.51E+18,0.275,positive
KHC,Wed Mar 30 14:24:08 +0000 2022,1.51E+18,1,positive
KR,Thu Mar 31 21:05:17 +0000 2022,1.51E+18,0.25,positive
KR,Wed Mar 30 16:49:15 +0000 2022,1.51E+18,0.275,positive
KR,Tue Mar 29 23:07:38 +0000 2022,1.51E+18,0,neutral
LHX,Wed Mar 30 11:13:06 +0000 2022,1.51E+18,0,neutral
LRCX,Thu Mar 31 15:04:09 +0000 2022,1.51E+18,0.4,positive
LRCX,Thu Mar 31 03:25:01 +0000 2022,1.51E+18,0,neutral
LW,Wed Mar 30 13:47:24 +0000 2022,1.51E+18,0,neutral
LVS,Thu Mar 31 19:29:01 +0000 2022,1.51E+18,0,neutral
LEN,Thu Mar 31 21:35:52 +0000 2022,1.51E+18,0,neutral
