FE,Wed Mar 30 20:34:21 +0000 2022,1509267811645992963, FE  15s  delayed   Issued Press Release on March 30  16 20 00  FirstEnergy Launches Utility Pole Recycling Program in Ohio Service Area https   t co yoQoV3uhww
FIS,Thu Mar 31 15:11:35 +0000 2022,1509548971114565633, FIS Max Pain is 100 00 for maturity 04 14 2022   maxpain  options https   t co lu2D2rBbNq https   t co ZldQ9F1JCV
FIS,Thu Mar 31 13:56:12 +0000 2022,1509530001523179534,Nice print for  FIS Size  303000 Price  101 02 Amount   30 609 060 00 Time  956 See more  https   t co a1rYdmb2EG Join https   t co JWvlYbvmfL to get REAL TIME prints  Runners    https   t co VC1LdPYLBp Losers    https   t co 9MWV4TYQ9o Gappers    https   t co bHQKF2dERV
FIS,Wed Mar 30 19:26:37 +0000 2022,1509250764769841153,Nice print for  FIS Size  300000 Price  100 367 Amount   30 110 100 00 Time  1526 See more  https   t co a1rYdmsE3g Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
FIS,Wed Mar 30 14:34:05 +0000 2022,1509177147969224720, FIS open interest for maturity 04 14 2022  High put 90 00 High call 140 00 PutCallRatio 0 40  maxpain  options https   t co lu2D2rBbNq https   t co 2GuWEPeiAm
FISV,Thu Mar 31 17:16:16 +0000 2022,1509580347838586902, FISV Strike  95 00 Expiration  2022 04 14 Put  FISV220414P95 Price  0 25 Size  2400 Time  2022 03 31 9 51 14AM Premium   60 000 00
FISV,Thu Mar 31 17:16:16 +0000 2022,1509580347729604608, FISV Strike  95 00 Expiration  2022 04 14 Put  FISV220414P95 Price  0 26 Size  4400 Time  2022 03 31 9 51 14AM Premium   114 400 00
FISV,Thu Mar 31 17:16:16 +0000 2022,1509580347054252032, FISV Strike  100 00 Expiration  2022 04 14 Call  FISV220414C100 Price  3 19 Size  7200 Time  2022 03 31 9 51 14AM Premium   2 296 800 00
FISV,Thu Mar 31 14:01:48 +0000 2022,1509531409236471814, FISV Max Pain is 98 00 for maturity 04 01 2022   maxpain  options https   t co foQbUDrqQ2 https   t co 6fVSft0Fcw
FISV,Thu Mar 31 13:51:27 +0000 2022,1509528803713855493,Nice print for  FISV Size  575000 Price  102 2 Amount   58 765 000 00 Time  951 See more  https   t co NgFTGmkvdg Join https   t co JWvlYbvmfL to get REAL TIME prints  Runners    https   t co VC1LdPYLBp Losers    https   t co 9MWV4TYQ9o Gappers    https   t co bHQKF2dERV
FLT,Thu Mar 31 02:01:11 +0000 2022,1509350061347684356, FLT  15s  delayed  filed SEC form 4  President  North America Fuel Gavrilenya Alexey   Delivered securities 310 of Common Stock at price  246 03 on 2022 03 27  decreased holding by 2  to 14 403 shares  https   t co ypw72edmi1
FLT,Thu Mar 31 02:00:31 +0000 2022,1509349891289628677, FLT  15s  delayed  filed SEC form 4  Chief Financial Officer Freund Charles Richard   Delivered securities 370 of Common Stock at price  246 03 on 2022 03 27  decreased holding by 1  to 26 563 shares  https   t co zyRUV5vqoj
FMC,Wed Mar 30 21:31:12 +0000 2022,1509282118110785539, FMC FMC Corp saw an increase of  2 00  today 
F,Thu Mar 31 21:27:05 +0000 2022,1509643470318800906,Stock   F        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co dZbUmJKRjw  tradingview  stocks  stockstowatch
F,Thu Mar 31 17:45:35 +0000 2022,1509587726521311240,Nice print for  F Size  168000 Price  17 09 Amount   2 871 120 00 Time  1345 See more  https   t co JXNwfUOS40 Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
F,Thu Mar 31 17:44:47 +0000 2022,1509587525526224899, F Strike  17 00 Expiration  2023 01 20 Put  F230120P17 Price  2 63 Size  4000 Time  2022 03 31 1 44 47PM Premium   1 052 000 00
F,Thu Mar 31 17:16:16 +0000 2022,1509580347565957152, F Strike  16 50 Expiration  2022 04 08 Put  F220408P16 5 Price  0 21 Size  1020 Time  2022 03 31 12 34 24PM Premium   21 420 00
F,Thu Mar 31 17:16:16 +0000 2022,1509580347561807872, F Strike  16 50 Expiration  2022 04 14 Put  F220414P16 5 Price  0 32 Size  1000 Time  2022 03 31 12 34 47PM Premium   32 000 00
F,Thu Mar 31 17:16:16 +0000 2022,1509580347511431206, F Strike  14 00 Expiration  2022 06 17 Put  F220617P14 Price  0 40 Size  3000 Time  2022 03 31 11 51 32AM Premium   120 000 00
F,Thu Mar 31 17:00:02 +0000 2022,1509576262674792464,  Today s Top 10 Active  Stocks   Thu  Mar 31  2022   12 00 PM EST 1   AMD   7 90   2   AMC   3 80   3   NIO   5 44   4   PATH   28 31   5   AAPL   0 71   6   DIDI   9 35   7   TLRY   3 92   8   NVDA   0 15   9   TELL   4 87   10   F   0 87  
F,Thu Mar 31 15:00:01 +0000 2022,1509546062536663055,  Today s Top 10 Active  Stocks   Thu  Mar 31  2022   10 00 AM EST 1   AMD   4 71   2   AMC   3 54   3   NIO   3 00   4   AAPL   0 44   5   PATH   24 62   6   DIDI   5 10   7   TLRY   3 56   8   NVDA   1 69   9   MU   0 61   10   F   0 09  
F,Thu Mar 31 13:10:17 +0000 2022,1509518443455954948,3 31 WL       DKNG c  gt  20 75   p  lt  20 00  F c  gt  17 40   p  lt  17 10  AMD c  gt  120 40   p  lt  117 85  BA c  gt  196 25   p  lt  193 25  Last day of  TheLeague S3  Can t thank y all enough   AdamSliverTrade  AkrinTrades  zigs_trades  CeeDeezTrades  BullishMont  This is just the beginning  
F,Thu Mar 31 02:03:15 +0000 2022,1509350582020190214,FREE  OPTIONS Ideas BONUS PICKS  Scale out when above 25  Profit   AMD C gt 124 96   P lt 119 30  MU C gt 85 48   P lt 79 36  BABA  C gt 119 64   P lt 116 00  INTC C gt 52 38   P lt 51 35  DASH  C gt 127 66   P lt 114 98  F  C gt 17 61   P lt 17 25  RIOT C gt 22 86   P lt 21 87  Help a brother out with a    https   t co 2YYvTeemeI
FTNT,Wed Mar 30 03:51:02 +0000 2022,1509015319301394437,   FTNT price target update    Upgraded by Barclays From  364 00 to  395 00  Day quote change   343  2 64   Target upside  15 16   Published  March 29  2022 https   t co wTMWrOlEKO
FBHS,Thu Mar 31 21:50:07 +0000 2022,1509649266880364546,   FBHS price target update    Target Lowered by Barclays From  100 00 to  84 00  Day quote change   72 1   4 41   Target upside  16 5   Published  March 31  2022 https   t co rSz4H4p5rv
FBHS,Thu Mar 31 19:16:27 +0000 2022,1509610595556855832, FBHS Max Pain is 85 00 for maturity 04 14 2022   maxpain  options https   t co oBktIPzZhT https   t co czBoyNxFJS
FBHS,Wed Mar 30 20:55:43 +0000 2022,1509273186117902341,   FBHS price target update    Target Lowered by JPMorgan Chase  amp  Co  From  123 00 to  94 00  Day quote change   71 41   3 41   Target upside  31 63   Published  March 30  2022 https   t co rSz4H4p5rv
FOXA,Thu Mar 31 16:24:20 +0000 2022,1509567278781771780, FOXA high OI range is 40 00 to 45 00 for option expiration 04 01 2022 PutCallRatio 0 41  maxpain  options https   t co dAuc0VWtfK https   t co Es51iKKtyf
FOXA,Wed Mar 30 21:51:46 +0000 2022,1509287291373596673, FOXA targets are near  38 50 and  37 00 as it came out of a bear flag pattern   FOXA  SwingTrading https   t co qq6xhLqhVo
FOXA,Wed Mar 30 16:01:08 +0000 2022,1509199054382809099,Nice print for  FOXA Size  150000 Price  40 4 Amount   6 060 000 00 Time  1201 See more  https   t co 0ee8QSq1Fd Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
FOXA,Tue Mar 29 23:12:52 +0000 2022,1508945314518126596, FOXA high OI range is 38 00 to 45 00 for option expiration 04 01 2022 PutCallRatio 0 06  maxpain  options https   t co dAuc0VWtfK https   t co ejOB22Kuix
BEN,Thu Mar 31 16:01:51 +0000 2022,1509561621504573440, BEN open interest for maturity 04 14 2022  High put 30 00 High call 37 50 PutCallRatio 0 85  maxpain  options https   t co LuahvV8hTU https   t co i2trsaQq4J
FCX,Wed Mar 30 22:06:01 +0000 2022,1509290878581370880,2022 03 30 6 00 PM  FCX  FM_FCX Freeport McMoRan up 1 38     930 32 million gain   FCX has made notable gains in 10 of the last 25 trading sessions  3 days consecutively from Feb 24 28  https   t co 2vdG9gi19X
FCX,Wed Mar 30 19:34:41 +0000 2022,1509252793768595459, FCX  57 00 Apr 14 2022 CALL     Underlying   50 34   Difference  11 68  Daily   Volume   138 744 Volume  6 768 OI  301 IV  44 97  Bid Ask   0 20  0 21
FCX,Wed Mar 30 14:04:12 +0000 2022,1509169625526792200, FCX Strike  45 50 Expiration  2022 04 08 Put  FCX220408P45 5 Price  0 16 Size  1098 Time  2022 03 30 10 04 12AM Premium   17 568 00
FCX,Wed Mar 30 14:04:12 +0000 2022,1509169625522573315, FCX Strike  45 50 Expiration  2022 04 08 Put  FCX220408P45 5 Price  0 16 Size  1100 Time  2022 03 30 10 04 12AM Premium   17 600 00
FCX,Wed Mar 30 14:04:12 +0000 2022,1509169625505755139, FCX Strike  45 50 Expiration  2022 04 08 Put  FCX220408P45 5 Price  0 16 Size  2199 Time  2022 03 30 10 04 12AM Premium   35 184 00
FCX,Wed Mar 30 13:00:02 +0000 2022,1509153476340641793,  Undervalued Growth  Stocks   Wed  Mar 30  2022   08 00 AM EST 1   BAC   43 44  2   ITUB   5 80  3   C   56 47  4   FCX   50 09  5   PBR   14 49  6   VALE   19 95  7   WFC   51 60  8   GM   46 26  9   FB   229 86  10   ATUS   12 28 
GRMN,Thu Mar 31 13:02:10 +0000 2022,1509516400607604749, GRMN open interest for maturity 04 14 2022  High put 110 00 High call 105 00 PutCallRatio 0 58  maxpain  options https   t co m2nJRsupAY https   t co qE75L8IL2o
GRMN,Wed Mar 30 11:01:48 +0000 2022,1509123721419804680, GRMN  15s  delayed   Issued Press Release on March 30  07 00 00  Garmin  Ltd  schedules its first quarter 2022 earnings call https   t co NnzvEtCoXI
GE,Thu Mar 31 21:39:05 +0000 2022,1509646490305806337,Stock   GE        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co qzFAA2C6QU  tradingview  stocks  stockstowatch
GE,Thu Mar 31 16:21:07 +0000 2022,1509566468576489477,Stock   GE        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co GNrJFjbaoq  tradingview  stocks  stockstowatch
GE,Thu Mar 31 16:04:33 +0000 2022,1509562301363466252, GE 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 60m intverval  12 00 02 PM
GE,Thu Mar 31 10:11:11 +0000 2022,1509473372345970691, GE  15s  delayed   Issued Press Release on March 31  06 10 00  GE Achieves 400 Million Flight Hours and 37 Years of Navigation Database On Time Delivery https   t co r13KernynQ
GE,Thu Mar 31 08:36:30 +0000 2022,1509449546903945216,At 14 00 Rapist lawyer Raian Karanjawala having  GE  GE  MeToo  whistleblower Seema Sapra poisoned with chemicals in Delhi High Court  FBI  POTUS  CPDelhi  StateDept  TheJusticeDept  HMOIndia  larryculpjr  LtGovDelhi  dcp_southwest  PMOIndia  DelhiPolice  narendramodi https   t co LpRjPJq2DJ
GE,Wed Mar 30 19:29:50 +0000 2022,1509251573511122945,00 58 Sex Predator Raian Karanjawala having  GE  GE  MeToo  whistleblower Seema Sapra sedated  poisoned with  chemical  amp  nerve agents  FBI  POTUS  CPDelhi  StateDept  TheJusticeDept  HMOIndia  larryculpjr  LtGovDelhi  dcp_southwest  PMOIndia  DelhiPolice  narendramodi https   t co wClgW4s0m3
GE,Wed Mar 30 19:26:55 +0000 2022,1509250838933368833,00 56 highly poisonous chemical agent fumes  pesticide fumes   nitrous oxide fumes   nerve agent fumes are being released into my premises  GE  GE  MeToo whistle blower https   t co CC4WuEa94t
GE,Wed Mar 30 13:05:18 +0000 2022,1509154804148457479, GE 13 has crossed above    48 and ERROR retrieving 200 data  check manually  for the 60m intverval  09 00 02 AM
GE,Wed Mar 30 12:06:14 +0000 2022,1509139938985619456, GE  15s  delayed   Issued Press Release on March 30  08 00 00  GE Begins Industry s First Adaptive Cycle Engine Tests at Arnold Engineering Development Complex https   t co xM8Uz9enhJ
GE,Wed Mar 30 04:05:18 +0000 2022,1509018908652552196,   GE price target update    Target Lowered by Barclays From  116 00 to  115 00  Day quote change   94  2 7   Target upside  22 34   Published  March 29  2022 https   t co 2j0d0i6s5H
GD,Thu Mar 31 21:36:07 +0000 2022,1509645744185171970,Stock   GD        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co bNhdi4VD2F  tradingview  stocks  stockstowatch
GD,Thu Mar 31 00:21:05 +0000 2022,1509324870663950347,Stock   GD        REALTIME TREND     SELL BUY   5 00   SELL   95 00   Try now the Best Pivot Point Calculator   https   t co wYHYf3tSew  tradingview  stocks  stockstowatch
GIS,Thu Mar 31 14:06:52 +0000 2022,1509532683017150475, GIS open interest for maturity 04 14 2022  High put 60 00 High call 70 00 PutCallRatio 0 98  maxpain  options https   t co gAIqV0VjI9 https   t co oNYxOq4ore
GILD,Thu Mar 31 13:56:13 +0000 2022,1509530002848575497,Nice print for  GILD Size  193000 Price  59 9 Amount   11 560 700 00 Time  956 See more  https   t co 5ljLbVxEd1 Join https   t co JWvlYbvmfL to get REAL TIME prints  Runners    https   t co VC1LdPYLBp Losers    https   t co 9MWV4TYQ9o Gappers    https   t co bHQKF2dERV
GILD,Thu Mar 31 00:27:05 +0000 2022,1509326379988488196,Stock   GILD        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co 3nRIEb1fdl  tradingview  stocks  stockstowatch
GILD,Wed Mar 30 19:09:07 +0000 2022,1509246360431874055,Stock   GILD        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co bDqkbl7kxP  tradingview  stocks  stockstowatch
GILD,Wed Mar 30 13:38:17 +0000 2022,1509163102704656389,Nice print for  GILD Size  159600 Price  60 535 Amount   9 661 386 00 Time  938 See more  https   t co 5ljLbVg3lt Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
GILD,Tue Mar 29 22:41:57 +0000 2022,1508937534058946561, GILD open interest for maturity 04 01 2022  High put 57 00 High call 60 00 PutCallRatio 0 48  maxpain  options https   t co xiJqa4R4ld https   t co 4Yj4OwOImg
GM,Thu Mar 31 21:45:16 +0000 2022,1509648043829776384,Stock   GM        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co n3XtPQXI49  tradingview  stocks  stockstowatch
GM,Thu Mar 31 20:08:57 +0000 2022,1509623808164085773, GM 13 has crossed below    48 and ERROR retrieving 200 data  check manually  for the 60m intverval  04 00 03 PM
GM,Thu Mar 31 17:16:16 +0000 2022,1509580347566006272, GM Strike  80 00 Expiration  2023 01 20 Call  GM230120C80 Price  0 27 Size  1499 Time  2022 03 31 12 17 18PM Premium   40 473 00
GM,Thu Mar 31 17:16:16 +0000 2022,1509580347222028288, GM Strike  95 00 Expiration  2023 01 20 Call  GM230120C95 Price  0 11 Size  1499 Time  2022 03 31 12 17 18PM Premium   16 489 00
GM,Thu Mar 31 16:27:06 +0000 2022,1509567975778660354,Stock   GM        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co HqePH3PB7V  tradingview  stocks  stockstowatch
GM,Thu Mar 31 02:20:18 +0000 2022,1509354871060840449,  Signal Alert   Trading signal for  GM on  Bybit Spot    GM  GMUSDT     LONG  BUY  position   Signal strength  100 00     Close   0 00003     https   t co FNjJ6UPGRP https   t co SjBhuFKaBP
GM,Thu Mar 31 00:30:30 +0000 2022,1509327241213325312,Stock   GM        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co O0NFFOj9rD  tradingview  stocks  stockstowatch
GM,Wed Mar 30 19:55:37 +0000 2022,1509258061935951874, GM 04 22 22  46 00 CALL  Type  large Time  14 35 37 Total Size  8000 Contracts Total Value   1024000 Average Price   1 28 Ask   1 29 Bid   1 27 Underlying   45 21 Sentiment  neutral
GM,Wed Mar 30 19:36:22 +0000 2022,1509253219796590592,Nice print for  GM Size  800000 Price  45 209 Amount   36 167 200 00 Time  1536 See more  https   t co A7XzroP8bi Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
GM,Wed Mar 30 19:35:37 +0000 2022,1509253030234898435, GM Strike  46 00 Expiration  2022 04 22 Put  GM220422P46 Price  2 05 Size  8000 Time  2022 03 30 3 35 37PM Premium   1 640 000 00
GS,Thu Mar 31 22:30:02 +0000 2022,1509659311278067723,Nice print for  GS Size  536910 Price  330 1 Amount   177 233 991 00 Time  1830 See more  https   t co LEFBzxursa Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
GS,Thu Mar 31 21:54:07 +0000 2022,1509650271240179713,Stock   GS        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co TZXNGpZcbt  tradingview  stocks  stockstowatch
GS,Thu Mar 31 00:39:05 +0000 2022,1509329400289976328,Stock   GS        REALTIME TREND     BUY BUY   95 00   SELL   5 00   Try now the Best Pivot Point Calculator   https   t co ItPCHOoPGy  tradingview  stocks  stockstowatch
